,title,abstract,pubmed_id,publication_date,keywords,doi,last_author,id_journal
224,Gene expression atlas of pigeonpea and its application to gain insights into genes associated with pollen fertility implicated in seed formation.,"
Pigeonpea (Cajanus cajan) is an important grain legume of the semi-arid tropics, mainly used for its protein rich seeds. To link the genome sequence information with agronomic traits resulting from specific developmental processes, a Cajanus cajan gene expression atlas (CcGEA) was developed using the Asha genotype. Thirty tissues/organs representing developmental stages from germination to senescence were used to generate 590.84 million paired-end RNA-Seq data. The CcGEA revealed a compendium of 28 793 genes with differential, specific, spatio-temporal and constitutive expression during various stages of development in different tissues. As an example to demonstrate the application of the CcGEA, a network of 28 flower-related genes analysed for cis-regulatory elements and splicing variants has been identified. In addition, expression analysis of these candidate genes in male sterile and male fertile genotypes suggested their critical role in normal pollen development leading to seed formation. Gene network analysis also identified two regulatory genes, a pollen-specific SF3 and a sucrose-proton symporter, that could have implications for improvement of agronomic traits such as seed production and yield. In conclusion, the CcGEA provides a valuable resource for pigeonpea to identify candidate genes involved in specific developmental processes and to understand the well-orchestrated growth and developmental process in this resilient crop.
© The Author 2017. Published by Oxford University Press on behalf of the Society for Experimental Biology.
",28338822,2017-03-25 06:00:00,"Cajanus, cajan, CcGEA, gene, clustering, gene, expression, atlas, gene, networking, legume, genomics, male, sterile, genotype, pigeonpea, pollen-specific, SF3, sucrose–proton, symporter.",10.1093/jxb/erx010,"Pazhamala, Lekha T",207
225,Selection of Reference Genes for Normalization of Gene Expression Data in Blood of Machado-Joseph Disease/Spinocerebellar Ataxia Type 3 (MJD/SCA3) Subjects.,"
Alongside with the emergent clinical trials for Machado-Joseph disease/Spinocerebellar ataxia type 3 (MJD/SCA3) comes the need to identify molecular biomarkers of disease that can be tracked throughout the trial. MJD is an autosomal dominant neurodegenerative disorder caused by expansion of a CAG repeat in the coding region of the ATXN3 gene. Previous findings indicate the potential of transcriptional alterations in blood of MJD patients as biomarkers of disease. Accurate quantification of gene expression levels by quantitative real-time PCR (qPCR) depends on data normalization, usually performed using reference genes. Because the expression level of routinely used housekeeping genes may vary in multiple biological and experimental conditions, reference gene controls should be validated in each specific experimental design. Here, we aimed to evaluate the expression behavior of five housekeeping genes previously reported as stably expressed in peripheral blood of patients from several disorders-peptidylprolyl isomerase B (PPIB), TNF receptor associated protein 1 (TRAP1), beta-2-microglobulin (B2M), 2,4-dienoyl-CoA reductase 1 (DECR1), and folylpolyglutamate synthase (FPGS). Expression levels of these five genes were assessed by qPCR in blood from MJD subjects (preataxic and patients) and matched controls. While all housekeeping genes, here studied, were stably expressed in our sets of samples, TRAP1 showed to be the most stable gene by NormFinder and BestKeeper. We, therefore, conclude that any of these genes could be used as reference gene in future qPCR studies using blood samples from MJD subjects.
",31286408,2019-07-10 06:00:00,"ATXN3, Ataxia, Housekeeping, gene, Polyglutamine, TRAP1, Transcriptional, biomarkers",10.1007/s12031-019-01374-0,"Ferreira, Ana F",220
226,Novel candidate genes important for asthma and hypertension comorbidity revealed from associative gene networks.,"
Hypertension and bronchial asthma are a major issue for people's health. As of 2014, approximately one billion adults, or ~ 22% of the world population, have had hypertension. As of 2011, 235-330 million people globally have been affected by asthma and approximately 250,000-345,000 people have died each year from the disease. The development of the effective treatment therapies against these diseases is complicated by their comorbidity features. This is often a major problem in diagnosis and their treatment. Hence, in this study the bioinformatical methodology for the analysis of the comorbidity of these two diseases have been developed. As such, the search for candidate genes related to the comorbid conditions of asthma and hypertension can help in elucidating the molecular mechanisms underlying the comorbid condition of these two diseases, and can also be useful for genotyping and identifying new drug targets.
Using ANDSystem, the reconstruction and analysis of gene networks associated with asthma and hypertension was carried out. The gene network of asthma included 755 genes/proteins and 62,603 interactions, while the gene network of hypertension - 713 genes/proteins and 45,479 interactions. Two hundred and five genes/proteins and 9638 interactions were shared between asthma and hypertension. An approach for ranking genes implicated in the comorbid condition of two diseases was proposed. The approach is based on nine criteria for ranking genes by their importance, including standard methods of gene prioritization (Endeavor, ToppGene) as well as original criteria that take into account the characteristics of an associative gene network and the presence of known polymorphisms in the analysed genes. According to the proposed approach, the genes IL10, TLR4, and CAT had the highest priority in the development of comorbidity of these two diseases. Additionally, it was revealed that the list of top genes is enriched with apoptotic genes and genes involved in biological processes related to the functioning of central nervous system.
The application of methods of reconstruction and analysis of gene networks is a productive tool for studying the molecular mechanisms of comorbid conditions. The method put forth to rank genes by their importance to the comorbid condition of asthma and hypertension was employed that resulted in prediction of 10 genes, playing the key role in the development of the comorbid condition. The results can be utilised to plan experiments for identification of novel candidate genes along with searching for novel pharmacological targets.
",29504915,2018-03-06 06:00:00,"ANDSystem, Apoptosis, Associative, gene, networks, Asthma, Central, nervous, system, Comorbidity, Gene, prioritization, Hypertension",10.1186/s12920-018-0331-4,"Saik, Olga V",38
227,Foreign cry1Ac gene integration and endogenous borer stress-related genes synergistically improve insect resistance in sugarcane.,"
Sugarcane (Saccharum spp. hybrids) is considered the most globally important sugar-producing crop and raw material for biofuel. Insect attack is a major issue in sugarcane cultivation, resulting in yield losses and sucrose content reductions. Stem borer (Diatraea saccharalis F.) causes serious yield losses in sugarcane worldwide. However, insect-resistant germplasms for sugarcane are not available in any collections all over the world, and the molecular mechanism of insect resistance has not been elucidated. In this study, cry1Ac transgenic sugarcane lines were obtained and the biological characteristics and transgene dosage effect were investigated and a global exploration of gene expression by transcriptome analysis was performed.
The transgene copies of foreign cry1Ac were variable and random. The correlation between the cry1Ac protein and cry1Ac gene copies differed between the transgenic lines from FN15 and ROC22. The medium copy lines from FN15 showed a significant linear relationship, while ROC22 showed no definite dosage effect. The transgenic lines with medium copies of cry1Ac showed an elite phenotype. Transcriptome analysis by RNA sequencing indicated that up/down regulated differentially expressed genes were abundant among the cry1Ac sugarcane lines and the receptor variety. Foreign cry1Ac gene and endogenous borer stress-related genes may have a synergistic effect. Three lines, namely, A1, A5, and A6, were selected for their excellent stem borer resistance and phenotypic traits and are expected to be used directly as cultivars or crossing parents for sugarcane borer resistance breeding.
Cry1Ac gene integration dramatically improved sugarcane insect resistance. The elite transgenic offspring contained medium transgene copies. Foreign cry1Ac gene integration and endogenous borer stress-related genes may have a synergistic effect on sugarcane insect resistance improvement.
",30526526,2018-12-12 06:00:00,"Insect, resistance, Phenotypic, traits, RNA-Seq, Sugarcane, Transcriptome, analysis, cry1Ac, gene",10.1186/s12870-018-1536-6,"Zhou, Dinggang",42
228,Identification of human circadian genes based on time course gene expression profiles by using a deep learning method.,"
Circadian genes express periodically in an approximate 24-h period and the identification and study of these genes can provide deep understanding of the circadian control which plays significant roles in human health. Although many circadian gene identification algorithms have been developed, large numbers of false positives and low coverage are still major problems in this field. In this study we constructed a novel computational framework for circadian gene identification using deep neural networks (DNN) - a deep learning algorithm which can represent the raw form of data patterns without imposing assumptions on the expression distribution. Firstly, we transformed time-course gene expression data into categorical-state data to denote the changing trend of gene expression. Two distinct expression patterns emerged after clustering of the state data for circadian genes from our manually created learning dataset. DNN was then applied to discriminate the aperiodic genes and the two subtypes of periodic genes. In order to assess the performance of DNN, four commonly used machine learning methods including k-nearest neighbors, logistic regression, naïve Bayes, and support vector machines were used for comparison. The results show that the DNN model achieves the best balanced precision and recall. Next, we conducted large scale circadian gene detection using the trained DNN model for the remaining transcription profiles. Comparing with JTK_CYCLE and a study performed by Möller-Levet et al. (doi: https://doi.org/10.1073/pnas.1217154110), we identified 1132 novel periodic genes. Through the functional analysis of these novel circadian genes, we found that the GTPase superfamily exhibits distinct circadian expression patterns and may provide a molecular switch of circadian control of the functioning of the immune system in human blood. Our study provides novel insights into both the circadian gene identification field and the study of complex circadian-driven biological control. This article is part of a Special Issue entitled: Accelerating Precision Medicine through Genetic and Genomic Big Data Analysis edited by Yudong Cai & Tao Huang.
Copyright © 2017. Published by Elsevier B.V.
",29241666,2017-12-16 06:00:00,"Circadian, genes, Classification, Deep, learning, Deep, neural, network, Functional, analysis, GTPase",10.1016/j.bbadis.2017.12.004,"Cui, Peng",50
229,"Validation of quantitative real-time PCR reference genes for the determination of seasonal and labor-specific gene expression profiles in the head of Western honey bee, Apis mellifera.","
Honey bee is not only considered an important pollinator in agriculture, but is also widely used as a model insect in biological sciences, thanks to its highly evolved sociality, specialization of labor division, and flexibility of colony management. For an intensive investigation of the seasonal and labor-dependent expression patterns of its genes, accurate quantification of the target gene transcription level is a fundamental step. To date, quantitative real-time PCR (qRT-PCR) has been widely used for rapid quantification of gene transcripts, with reliable reference gene(s) for normalization. To this end, in an attempt to search for reliable reference genes, the amplification efficiencies of six candidate reference genes (rp49, rpL32, rpS18, tbp, tub, and gapdh) were determined. Subsequently, four genes (rpL32, rpS18, tbp, and gapdh) with PCR efficiencies of 90% to 110% were evaluated for their expression stabilities with three programs (geNorm, NormFinder, and BestKeeper) and used for normalization of seasonal expression patterns of target genes in the forager and nurse heads. Although the three programs revealed slightly different results, two genes, rpS18 and gapdh, were suggested to be the optimal reference genes for qRT-PCR-based determination of seasonal and labor-specific gene expression profiles. Furthermore, the combined use of these two genes yielded a more accurate normalization, compared with the use of a single gene in the head of honey bee. The validated reference genes can be widely used for quantification of target gene expression in honey bee head although it is still remained to be elucidated the expression levels of the selected reference genes in specific tissues in head.
",29985960,2018-07-10 06:00:00,,10.1371/journal.pone.0200369,"Moon, KyungHwan",309
230,Blood-based gene expression profile of oxidative stress and antioxidant genes for identifying surrogate markers of liver tissue injury in chronic hepatitis C patients.,"
Oxidative stress is the process by which reactive molecules and free radicals are formed in cells. In this study, we report the blood-based gene expression profile of oxidative stress and antioxidant genes for identifying surrogate markers of liver tissue in chronic hepatitis C (CHC) patients by using real-time PCR. A total of 144 untreated patients diagnosed with CHC having genotype 3a and 20 healthy controls were selected for the present study. Liver biopsy staging and grading of CHC patients were performed using the METAVIR score. Total RNA was extracted from liver tissue and blood samples, followed by cDNA synthesis and real-time PCR. The relative expression of genes was calculated using the ΔΔCt method. The expression profile of 84 genes associated with oxidative stress and antioxidants was determined in liver tissue and blood samples. In liver tissue, 46 differentially expressed genes (upregulated, 27; downregulated, 19) were identified in CHC patients compared to normal samples. In blood, 61 genes (upregulated, 51; downregulated; 10) were significantly expressed in CHC patients. A comparison of gene expression in liver and whole blood showed that 20 genes were expressed in a similar manner in the liver and blood. The expression levels of commonly expressed liver and blood-based genes were also correlated with clinical factors in CHC patients. A receiver operating curve (ROC) analysis of oxidative stress genes (ALB, CAT, DHCR24, GPX7, PRDX5, and MBL2) showed that infections in patients with CHC can be distinguished from healthy controls. In conclusion, blood-based gene expression can reflect the behavior of oxidative stress genes in liver tissue, and this blood-based gene expression study in CHC patients explores new blood-based non-invasive biomarkers that represent liver damage.
",32103340,2020-02-28 06:00:00,,10.1007/s00705-020-04564-z,"Shahid, Muhammad",23
231,Multiscale effects of heating and cooling on genes and gene networks.,"
Most organisms must cope with temperature changes. This involves genes and gene networks both as subjects and agents of cellular protection, creating difficulties in understanding. Here, we study how heating and cooling affect expression of single genes and synthetic gene circuits in Saccharomyces cerevisiae We discovered that nonoptimal temperatures induce a cell fate choice between stress resistance and growth arrest. This creates dramatic gene expression bimodality in isogenic cell populations, as arrest abolishes gene expression. Multiscale models incorporating population dynamics, temperature-dependent growth rates, and Arrhenius scaling of reaction rates captured the effects of cooling, but not those of heating in resistant cells. Molecular-dynamics simulations revealed how heating alters the conformational dynamics of the TetR repressor, fully explaining the experimental observations. Overall, nonoptimal temperatures induce a cell fate decision and corrupt gene and gene network function in computationally predictable ways, which may aid future applications of engineered microbes in nonstandard temperatures.
Copyright © 2018 the Author(s). Published by PNAS.
",30341217,2018-10-21 06:00:00,"cellular, decision, feedback, regulation, noise, synthetic, gene, circuit, temperature",10.1073/pnas.1810858115,"Charlebois, Daniel A",312
232,Genomic sequence analyses of classical and non-classical lamprey progesterone receptor genes and the inference of homologous gene evolution in metazoans.,"
Nuclear progesterone receptor (nPR) is an evolutionary innovation in vertebrates that mediates genomic responses to progesterone. Vertebrates also respond to progesterone via membrane progesterone receptors (mPRs) or membrane associated progesterone receptors (MAPRs) through rapid nongenomic mechanisms. Lampreys are extant agnathan vertebrates, residing at the evolutionary juncture where vertebrates diverged from invertebrates. A survey of the progesterone receptor (PR) gene sequences in lamprey genomes would inform PR gene evolutionary events during the transition from invertebrates to vertebrates.
In this study, we annotated sequences of one nPR, four mPR (β, γ, δ and ε) and four MAPR genes from genomes of two lamprey species (Petromyzon marinus and Lethenteron japonicum). To infer the origin and evolutionary history of PR genes, we constructed phylogenetic trees of PR homologous sequences across representative species of metazoans. Phylogenetic analyses revealed that the mPRγ gene first appeared in non-bilaterians, and the mPRβ gene likely arose from a duplication of mPRγ. On the other hand, the mPRγ gene gave rise to the mPRδ and ε genes much later in the vertebrate lineage. In addition, the mPRα gene first appeared in cartilaginous fishes, likely derived from duplication of mPRβ after the agnathan-gnathostome divergence. All known MAPR genes were present in the lamprey genomes. Progesterone receptor membrane component 1 (PGRMC1), neudesin and neuferricin genes probably evolved in parallel in non-bilaterians, whereas two copies of PGRMC genes probably derived from duplication of ancestral PGRMC1 sequence and appeared before the speciation of lampreys.
Non-classical mPR and MAPR genes first evolved in non-bilaterians and classical nPR genes evolved later in basal vertebrates. Sequence repertoires for membrane progesterone receptor genes in vertebrates likely originated from an ancestral metazoan sequence and expanded via several duplication events.
",31262250,2019-07-03 06:00:00,"Evolution, Lamprey, Membrane, associated, progesterone, receptor, Membrane, progesterone, receptor, Metazoan, Nuclear, progesterone, receptor",10.1186/s12862-019-1463-7,"Ren, Jianfeng",32
233,"Identifying disease genes using machine learning and gene functional similarities, assessed through Gene Ontology.","
Identifying disease genes from a vast amount of genetic data is one of the most challenging tasks in the post-genomic era. Also, complex diseases present highly heterogeneous genotype, which difficult biological marker identification. Machine learning methods are widely used to identify these markers, but their performance is highly dependent upon the size and quality of available data. In this study, we demonstrated that machine learning classifiers trained on gene functional similarities, using Gene Ontology (GO), can improve the identification of genes involved in complex diseases. For this purpose, we developed a supervised machine learning methodology to predict complex disease genes. The proposed pipeline was assessed using Autism Spectrum Disorder (ASD) candidate genes. A quantitative measure of gene functional similarities was obtained by employing different semantic similarity measures. To infer the hidden functional similarities between ASD genes, various types of machine learning classifiers were built on quantitative semantic similarity matrices of ASD and non-ASD genes. The classifiers trained and tested on ASD and non-ASD gene functional similarities outperformed previously reported ASD classifiers. For example, a Random Forest (RF) classifier achieved an AUC of 0. 80 for predicting new ASD genes, which was higher than the reported classifier (0.73). Additionally, this classifier was able to predict 73 novel ASD candidate genes that were enriched for core ASD phenotypes, such as autism and obsessive-compulsive behavior. In addition, predicted genes were also enriched for ASD co-occurring conditions, including Attention Deficit Hyperactivity Disorder (ADHD). We also developed a KNIME workflow with the proposed methodology which allows users to configure and execute it without requiring machine learning and programming skills. Machine learning is an effective and reliable technique to decipher ASD mechanism by identifying novel disease genes, but this study further demonstrated that their performance can be improved by incorporating a quantitative measure of gene functional similarities. Source code and the workflow of the proposed methodology are available at https://github.com/Muh-Asif/ASD-genes-prediction.
",30532199,2018-12-12 06:00:00,,10.1371/journal.pone.0208626,"Asif, Muhammad",309
234,Identification of castration-resistant prostate cancer-related hub genes using weighted gene co-expression network analysis.,"
Prostate cancer is the most common malignancy in urinary system and brings heavy burdens in men. We downloaded gene expression profile of mRNA and related clinical data of GSE70768 data set from public database. Weighted gene co-expression network analysis (WGCNA) was used to identify the relationships between gene modules and clinical features, as well as the candidate genes. Kyoto Encyclopedia of Genes and Genomes (KEGG) and Gene Ontology (GO) analyses were developed to investigate the potential functions of related hub genes. Importantly, basic experiments were performed to verify the relationship between hub genes and the phenotype previously identified. Lastly, copy number variation (CNV) analysis was conducted to explore the genetical alteration. WGCNA identified that black module was the most relevant module which was tightly related to castration-resistant prostate cancer (CRPC) phenotype. KEGG and GO analysis results revealed genes in black module were mainly related to RNA splicing. Additionally, 9 genes were chosen as hub genes and heterogeneous nuclear ribonucleoprotein A2/B1 (HNRNPA2B1), golgin A8 family member B (GOLGA8B) and mitogen-activated protein kinase 8 interacting protein 3 (MAPK8IP3) were identified to be associated with PCa progression and prognosis. Moreover, all above three genes were highly expressed in CRPC-like cells and their suppression led to hindered cell proliferation in vitro. Finally, CNV analysis found that amplification was the main type of alteration of the 3 hub genes. Our study found that HNRNPA2B1, GOLGA8B and MAPK8IP3 were identified to be tightly associated with tumour progression and prognosis, and further researches are needed before clinical application.
© 2020 The Authors. Journal of Cellular and Molecular Medicine published by Foundation for Cellular and Molecular Medicine and John Wiley & Sons Ltd.
",32485038,2020-06-03 06:00:00,"CRPC, WGCNA, hub, genes, prognosis",10.1111/jcmm.15432,"Cheng, Yifei",199
235,Evaluation and selection of reliable reference genes for gene expression under abiotic stress in cotton (Gossypium hirsutum L.).,"
Reference genes are critical for normalization of the gene expression level of target genes. The widely used housekeeping genes may change their expression levels at different tissue under different treatment or stress conditions. Therefore, systematical evaluation on the housekeeping genes is required for gene expression analysis. Up to date, no work was performed to evaluate the housekeeping genes in cotton under stress treatment. In this study, we chose 10 housekeeping genes to systematically assess their expression levels at two different tissues (leaves and roots) under two different abiotic stresses (salt and drought) with three different concentrations. Our results show that there is no best reference gene for all tissues at all stress conditions. The reliable reference gene should be selected based on a specific condition. For example, under salt stress, UBQ7, GAPDH and EF1A8 are better reference genes in leaves; TUA10, UBQ7, CYP1, GAPDH and EF1A8 were better in roots. Under drought stress, UBQ7, EF1A8, TUA10, and GAPDH showed less variety of expression level in leaves and roots. Thus, it is better to identify reliable reference genes first before performing any gene expression analysis. However, using a combination of housekeeping genes as reference gene may provide a new strategy for normalization of gene expression. In this study, we found that combination of four housekeeping genes worked well as reference genes under all the stress conditions.
© 2013.
",23933278,2013-08-13 06:00:00,"ACT14, Actin, 14, ANOVA,, analysis, of, variance, Alpha-tubulin, 10, CYP1, Cotton, Cydophilin, 1, EF1A8, Eukaryotic, translation, initiation, factor, 5, GAPDH, Gene, expression, GhHis3, GheIF5, Glyceraldehyde-3-phosphate, dehydrogenase, C, subunit, Gossypium, hirsutum, Histone, H3, IQR, MS, Murashige, and, Skoog, medium, PEG, PP2A, Polyethylene, glycol, Protein, phosphatase, 2A, catalytic, subunit, Quantitative, real, time, PCR, RT-PCR, Real, time, PCR, Reference, gene, Reverse, transcription-polymerase, chain, reaction, TUA10, The, interquartile, range, Translation, elongation, factor, 1A-8, UBI1, UBQ7, Ubiquitin, extension, protein, 7, Ubiquitin, gene, family, qRT-PCR",10.1016/j.gene.2013.07.084,"Wang, Min",136
236,ACTB and SDHA Are Suitable Endogenous Reference Genes for Gene Expression Studies in Human Astrocytomas Using Quantitative RT-PCR.,"
Quantitative real-time reverse-transcription polymerase chain reaction is frequently used as research tool in experimental oncology. There are some studies of valid endogenous control genes in the field of human glioma research, which, however, only focus on the comparison between normal brain with tumor tissue and malignant transformation toward secondary glioblastomas. Aim of this study was to validate a more general reference gene also suitable for pre- and posttreatment analysis and other evaluations (eg, primary vs secondary glioblastoma).
This quantitative polymerase chain reaction analysis was performed to test a panel of the 6 most suitable reference genes from other studies representing different physiological pathways (ACTB, GAPDH, POLR2A, RPL13A, SDHA, and TBP) in all common glioma groups, namely: diffuse astrocytoma World Health Organization II, anaplastic astrocytoma World Health Organization III, secondary glioblastoma World Health Organization IV with and without chemotherapy, primary glioblastoma, recurrent glioblastoma, and gliomas before and after radiation. Expression stability was tested during the longitudinal course of the disease in 8 single patients.
Evaluation of the expression levels of the 6 target genes showed that ACTB, GAPDH, and RPL13A show higher expression compared to SDHA, POLR2A, and TBP. ACTB, GAPDH, and RPL13A showed different expression levels between astrozytoma grade II and primary glioblastoma. Except for this difference, the candidate genes were not differentially expressed between primary and secondary glioblastomas and between the World Health Organization tumor grades. Furthermore, they remained stable before and after radiotherapy and/or chemotherapy. Therefore, they are adequate references for glioblastoma gene expression studies. The comparison of all tested genes resulted in SDHA and ACTB as most stable reference genes determined by the NormFinder software. Our data revealed lowest intragroup variation in the SDHA, highest in the RPL13A gene.
All tested genes may be recommended as universal reference genes for data normalization in gene expression studies under different treatment regimens both in primary glioblastomas and astrocytomas of different grades (World Health Organization grades II-IV), respectively. In summary, ACTB and SDHA exhibited the best stability values and showed the lowest intergroup expression variability.
",30259794,2018-09-28 06:00:00,"WHO, grade, astrocytoma, glioblastoma, multiforme, glioma, housekeeping, gene, qPCR, quantitative, RT-PCR, quantitative, real-time, polymerase, chain, reaction, reference, gene",10.1177/1533033818802318,"Röhn, Gabriele",322
237,Gene Prioritization and Network Topology Analysis of Targeted Genes for Acquired Taxane Resistance by Meta-Analysis.,"
Network topology-based approaches prove to be highly efficient in addressing multifactorial phenomena such as acquired drug resistance in cancer. The aim of this study was to identify differentially expressed genes across multiple microarray datasets (meta-DEGs), to prioritize meta-DEGs to find the most promising genes linked to acquired taxane resistance (ATR), and to analyze the relevant biological networks using topology analysis. A total of 771 meta-DEGs were identified by performing a cross-platform meta-analysis of ATR-related microarray datasets. A gene prioritization method was used to simultaneously identify activated or deactivated genes on a co-expression map and protein-protein interaction (PPI) network. The top 10 prioritized genes in the gene co-expression and the top 1% highly ranked genes in the PPI network were identified. The selected meta-DEGs were used to construct biological networks, and topological analysis was performed using network centrality measures. Using integrative analyses, we identified ATR candidate genes, including several previously unidentified genes that were found to be associated with ATR. From the gene co-expression network, PRSS23 was the highest-ranking gene at local average connectivity measure and ADAM9 was ranked highest in other centralities. In protein interaction network, HSPA1A, ANXA1, and PA2G4 showed highest ranks in network centrality analyses. This study provides a comprehensive overview of the gene expression patterns associated with ATR. Furthermore, it presents a new approach to identification of unveiled candidate genes to ATR, using a gene prioritization method and network analysis.
",32422012,2019-01-01 00:00:00,,10.1615/CritRevEukaryotGeneExpr.2019026317,"Kim, Dongha",95
238,The diversity of uncharacterized antibiotic resistance genes can be predicted from known gene variants-but not always.,"
Antibiotic resistance is considered one of the most urgent threats to modern healthcare, and the role of the environment in resistance development is increasingly recognized. It is often assumed that the abundance and diversity of known resistance genes are representative also for the non-characterized fraction of the resistome in a given environment, but this assumption has not been verified. In this study, this hypothesis is tested, using the resistance gene profiles of 1109 metagenomes from various environments.
This study shows that the diversity and abundance of known antibiotic resistance genes can generally predict the diversity and abundance of undescribed resistance genes. However, the extent of this predictability is dependent on the type of environment investigated. Furthermore, it is shown that carefully selected small sets of resistance genes can describe total resistance gene diversity remarkably well.
The results of this study suggest that knowledge gained from large-scale quantifications of known resistance genes can be utilized as a proxy for unknown resistance factors. This is important for current and proposed monitoring efforts for environmental antibiotic resistance and has implications for the design of risk ranking strategies and the choices of measures and methods for describing resistance gene abundance and diversity in the environment.
",29981578,2018-07-10 06:00:00,"Antibiotic, resistance, Diversity, measurements, Gene, diversity, Microbial, biodiversity, Risk, ranking",10.1186/s40168-018-0508-2,"Bengtsson-Palme, Johan",248
239,Transcriptional Sequencing and Gene Expression Analysis of Various Genes in Fruit Development of Three Different Black Pepper (Piper nigrum L.) Varieties.,"
Black pepper (Piper nigrum) is a vital spice crop with uses ranging from culinary to pharmacological applications. However, limited genetic information has constrained the understanding of the molecular regulation of flower and fruit development in black pepper. In this study, a comparison among three different black pepper varieties, Semengok Aman (SA), Kuching (KC), and Semengok 1 (S1), with varying fruit characteristics was used to provide insight on the genetic regulation of flower and fruit development. Next-generation sequencing (NGS) technology was used to determine the flower and fruit transcriptomes by sequencing on an Illumina HiSeq 2500 platform followed by de novo assembly using SOAPdenovo-Trans. The high-quality assembly of 66,906 of unigenes included 64.4% of gene sequences (43,115) with similarity to one or more protein sequences from the GenBank database. Annotation with Blast2Go assigned 37,377 genes to one or more Gene Ontology terms. Of these genes, 5,874 genes were further associated with the biological pathways recorded in the KEGG database. Comparison of flower and fruit transcriptome data from the three different black pepper varieties revealed a large number of DEGs between flower and fruit of the SA variety. Gene Ontology (GO) enrichment analysis further supports functions of DEGs between flower and fruit in the categories of carbohydrate metabolic processes, embryo development, and DNA metabolic processes while the DEGs in fruit relate to biosynthetic process, secondary metabolic process, and catabolic process. The enrichment of DEGs in KEGG pathways was also investigated, and a large number of genes were found to belong to the nucleotide metabolism and carbohydrate metabolism categories. Gene expression profiling of flower formation-related genes reveals that other than regulating the flowering in black pepper, the flowering genes might also be implicated in the fruit development process. Transcriptional analysis of sugar transporter and carbohydrate metabolism genes in different fruit varieties suggested that the carbohydrate metabolism in black pepper fruit is developmentally regulated, and some genes might serve as potential genes for future crop quality improvement. Study on the piperine-related gene expression analysis suggested that lysine-derived products might present in all stages of fruit development, but the transportation was only active at the early stage of fruit development. These results indicate several candidate genes related to the development of flower and fruit in black pepper and provide a resource for future functional analysis and potentially for future crop improvement.
Copyright © 2020 Choy Yuen Khew et al.
",32399475,2020-05-14 06:00:00,,10.1155/2020/1540915,"Khew, Choy Yuen",173
240,Age-related but not longevity-related genes are found by weighted gene co-expression network analysis in the peripheral blood cells of humans.,"
Human lifespan is determined by genetic and environmental factors. Potential longevity genes are neither specific nor reproducible, and longevity-related genes are constantly confused with age-related genes. To distinguish specific age- and longevity-related genes, we analyzed a Gene Expression Omnibus (GEO) dataset established by the Leiden Longevity Study. The individuals were classified into longevity (mean age, 93.4 ± 3.0 years), longevity offspring (60.8 ± 6.1) and control (61.9 ± 6.9) groups. The series matrix files were downloaded, and average expression values were calculated. Differentially expressed genes (DEGs) between longevity and control groups and those between longevity and their offspring were identified by GEO2R online. A total of 507 longevity- and 755 age-related DEGs were visualized using a Venn diagram. Weighted gene co-expression network analysis (WGCNA) was performed on the longevity- and age-related DEGs. Age-related color modules and genes were identified. However, no longevity-related modules or genes were found. The green module, with 46 age-related DEGs, was the most biologically significant to age and aging. Gene Ontology, Kyoto Encyclopedia of Genes and Genomes, and protein-protein interaction pathway analyses were conducted on these 46 DEGs, which are mainly enriched in B cell activation and receptor signaling pathways. CR2, VPREB3, MS4A1 and CCR6 were considered the most crucial candidate genes for aging.
",30541985,2018-12-14 06:00:00,"WGCNA, age, aging, differentially, expressed, genes, longevity",10.1266/ggs.17-00052,"Li, Chunhong",137
241,Playing Hide-and-Seek in Beta-Globin Genes: Gene Conversion Transferring a Beneficial Mutation between Differentially Expressed Gene Duplicates.,"
Increasing evidence suggests that adaptation to diverse environments often involves selection on existing variation rather than new mutations. A previous study identified a nonsynonymous single nucleotide polymorphism (SNP) in exon 2 of two paralogous β-globin genes of the bank vole (Clethrionomys glareolus) in Britain in which the ancestral serine (Ser) and the derived cysteine (Cys) allele represent geographically partitioned functional variation affecting the erythrocyte antioxidative capacity. Here we studied the geographical pattern of the two-locus Ser/Cys polymorphism throughout Europe and tested for the geographic correlation between environmental variables and allele frequency, expected if the polymorphism was under spatially heterogeneous environment-related selection. Although bank vole population history clearly is important in shaping the dispersal of the oxidative stress protective Cys allele, analyses correcting for population structure suggest the Europe-wide pattern is affected by geographical variation in environmental conditions. The β-globin phenotype is encoded by the major paralog HBB-T1 but we found evidence of bidirectional gene conversion of exon 2 with the low-expression paralog HBB-T2. Our data support the model where gene conversion reshuffling genotypes between high- and low- expressed paralogs enables tuning of erythrocyte thiol levels, which may help maintain intracellular redox balance under fluctuating environmental conditions. Therefore, our study suggests a possible role for gene conversion between differentially expressed gene duplicates as a mechanism of physiological adaptation of populations to new or changing environments.
",30321987,2018-10-17 06:00:00,"Chi, motif, adaptive, phylogeography, antioxidative, capacity, cysteine, environmental, selection, gene, conversion",10.3390/genes9100492,"Strážnická, Michaela",140
